id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key
1808,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버페이·BC카드·유니온페이, 외국인 국내 결제 서비스 구축",네이버페이 bc카드 유니온페이 외국인 국내 결제 서비스 구축,뉴데일리,뉴데일리,"Tue, 25 Aug 2026 05:18:17 GMT","네이버페이·BC카드·유니온페이, 외국인 국내 결제 서비스 구축 뉴데일리",https://news.google.com/rss/articles/CBMigAFBVV95cUxNVWpnUjYzMTNPMHZnU056N2R4ZFpWcVhiVjAtQTRiN1dSRHJqaWlTU1JFc3czTmJySUU5LVVEbzEzSl9JTXZrM1NCdlh5bDU5LTBNcVJ4dmFsZnZYNk1Rc2hOU3QtUXNWSFRpaWhDVEdEVW1ZVzdtdFhxbHoxTExHddIBgAFBVV95cUxNVWpnUjYzMTNPMHZnU056N2R4ZFpWcVhiVjAtQTRiN1dSRHJqaWlTU1JFc3czTmJySUU5LVVEbzEzSl9JTXZrM1NCdlh5bDU5LTBNcVJ4dmFsZnZYNk1Rc2hOU3QtUXNWSFRpaWhDVEdEVW1ZVzdtdFhxbHoxTExHdQ?oc=5,google_rss_네이버 when:2d,185.0,6.5,,,네이버,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,185.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:네이버페이 bc카드 유니온페이 외국인 국내 결제 서비스 구축,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:네이버페이 bc카드 유니온페이 외국인 국내 결제 서비스 구축,comp_domestic_finance_commerce,
1854,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버페이, BC카드·유니온페이와 맞손…방한 외국인 결제경험 개선 협력",네이버페이 bc카드 유니온페이와 맞손 방한 외국인 결제경험 개선 협력,IT비즈뉴스,IT비즈뉴스,"Tue, 25 Aug 2026 01:28:00 GMT","네이버페이, BC카드·유니온페이와 맞손…방한 외국인 결제경험 개선 협력 IT비즈뉴스",https://news.google.com/rss/articles/CBMibEFVX3lxTE1ERlRLN1hqX2wyOFlfRDNLcnhhNFB4VzNSRHBWNUZ2LUY3NmpGMlFGUnJ4cFJpdkxaSFplZDJCVV8tZkJWMEZyRXFjb1FDekZvMUZPbFlBelo0OXBiUHVEdWlHeURhZGg5TnJTTw?oc=5,google_rss_네이버 스테이블코인 when:2d,185.0,6.5,,,네이버,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,185.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:네이버페이 bc카드 유니온페이와 맞손 방한 외국인 결제경험 개선 협력,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:네이버페이 bc카드 유니온페이와 맞손 방한 외국인 결제경험 개선 협력,comp_domestic_finance_commerce,
2491,경쟁사/해외이슈,경쟁사_해외이슈,메타,"""메타, 청소년 보호기능 외면""…전 직원 ""소송 대비용이란 말 들어""",메타 청소년 보호기능 외면 전 직원 소송 대비용이란 말 들어,네이트,네이트,"Tue, 25 Aug 2026 17:16:00 GMT","""메타, 청소년 보호기능 외면""…전 직원 ""소송 대비용이란 말 들어"" 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9iUl81VS1fSHBrT292UTlMY1phaG1zVWNYMTJ6NGpVY1pCQVFIZzhFQXppR0JsUVB0UW5Qc2F5MFNxS0VnTktEREtFcER4aFlYQ2Zr?oc=5,google_rss_메타 when:2d,184.0,26.0,deepfake_youth,deepfake_youth,메타,,,,,,,general,24.0,published_today,direct_risk,global_incident:platform_regulation:meta:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,184.0,,,global_incident:platform_regulation:meta:platform_regulation:general,global_incident:platform_regulation:meta:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:platform_regulation:meta:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:meta:platform_regulation,comp_overseas_regulation_data,
2525,경쟁사/해외이슈,경쟁사_해외이슈,메타,"메타빌드, 기획예산처 '데이터플랫폼 AI-ON 구축 사업' 수주",메타빌드 기획예산처 데이터플랫폼 ai on 구축 사업 수주,전자신문,전자신문,"Wed, 26 Aug 2026 00:08:15 GMT","메타빌드, 기획예산처 '데이터플랫폼 AI-ON 구축 사업' 수주 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE8yaG5iU3pDelM3R2drNTlmTkZDa3Rwb0lER1dtVmQ4UXA5S0laZF9vRDViT0hwb1VNMENCd1BYNlR6ZDNybm5abmJhMjdBUQ?oc=5,google_rss_메타 AI when:2d,184.0,18.0,"ai_infrastructure_security,market_power_platform",ai_infrastructure_security,메타,,,,,,,general,12.0,published_today+analysis_without_direct_event,analysis_feature,global_incident:platform_regulation:meta:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,184.0,"market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,global_incident:platform_regulation:meta:platform_regulation:general,global_incident:platform_regulation:meta:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:platform_regulation:meta:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:meta:platform_regulation,comp_overseas_regulation_data,
2091,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"""정보유출 후폭풍""…쿠팡, 4년 만에 분기 최대 적자 ‘어닝쇼크’",정보유출 후폭풍 쿠팡 4년 만에 분기 최대 적자 어닝쇼크,JTBC,JTBC,"Tue, 25 Aug 2026 09:51:00 GMT","""정보유출 후폭풍""…쿠팡, 4년 만에 분기 최대 적자 ‘어닝쇼크’ JTBC",https://news.google.com/rss/articles/CBMiUkFVX3lxTFBBZXFsSHUzWHdSM25ybjgyQ25WekJmd1NTQjdFTjJzajdGelFMWEJrU2xsMUtJZkJVcklvZEVkS2d4QVQtNmRTU2Yyb3dwdXUyd1E?oc=5,"google_rss_""쿠팡"" when:2d",183.5,42.0,"earnings,financial_performance,privacy_security_reliability",financial_performance,쿠팡,,,,,,,general,14.0,published_yesterday,direct_risk,privacy_security:coupang:data_leak,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,183.5,"privacy_security_reliability,financial_performance",competitor:security_reliability,global_incident:privacy_security:coupang:coupang:data_leak:general,global_incident:privacy_security:coupang:coupang,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:privacy_security:coupang:coupang,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:privacy_security:coupang:coupang,comp_domestic_direct_risk,
2398,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, 러시아發 챗GPT 계정 차단…VPN 우회 뒤 허위정보 공작",오픈ai 러시아 챗gpt 계정 차단 vpn 우회 뒤 허위정보 공작,디지털투데이,디지털투데이,"Wed, 26 Aug 2026 00:45:45 GMT","오픈AI, 러시아發 챗GPT 계정 차단…VPN 우회 뒤 허위정보 공작 디지털투데이",https://news.google.com/rss/articles/CBMic0FVX3lxTE51ZmNxVHlHdk9qZFFsZnJ1VV92aEVjZUtxUGRnQmR1VEczeEdqbFlucUoxeTlWcGRCOVMxbC0xb251WlpNWkprbmo1TkdlV2JWeWZXa1oya0lvcjRkNVhPaGMxUmpjZy1UUTZ5U3NDMWxNVkU?oc=5,google_rss_오픈AI when:2d,183.5,20.5,"ai_infrastructure_security,platform_obligation",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,183.5,"ai_infrastructure_security,platform_obligation",competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,
2403,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,오픈AI서 또 핵심 인력 이탈…DC 총괄임원 퇴사,오픈ai서 또 핵심 인력 이탈 dc 총괄임원 퇴사,v.daum.net,v.daum.net,"Tue, 25 Aug 2026 23:06:40 GMT",오픈AI서 또 핵심 인력 이탈…DC 총괄임원 퇴사 v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTE9VWjRodmhrREdCVU50Zjg4U0l3djZOemlUV2NnMHE2aUVlTEFyNE5WSGZXMnRYb192NGlzTzhoLU1TZl81NXVYNjlneEdzT1k?oc=5,google_rss_오픈AI when:2d,183.5,20.5,"ai_infrastructure_security,leadership_change",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,183.5,"leadership_change,ai_infrastructure_security",competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:executive_or_org_change,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,self_filler_reference,
786,정부/국회,정부_국회,공정거래위원회,쿠폰으로 최저가 맞춘 쿠팡…공정위 현장조사에 불응했다,쿠폰으로 최저가 맞춘 쿠팡 공정위 현장조사에 불응했다,네이트,네이트,"Tue, 25 Aug 2026 07:22:00 GMT",쿠폰으로 최저가 맞춘 쿠팡…공정위 현장조사에 불응했다 네이트,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9NWUdLZndZOHdJb3J1SE5RYmJuOGlrTDVQVHYtS0NCZ05VbDR1a1pLMzhBcHIzRkhpM2ZFVzQzUnVVZC1xTVVOeEVCTXdpWHZaMEp3RFBJM3ZYRXdJaHctRw?oc=5,google_rss_공정거래위원회 조사 when:2d,183.1,36.5,"antitrust_platform,self_pr_promo",antitrust_general,"공정위,쿠팡",low_value:쿠폰,,,,,,general,14.0,published_yesterday,official_action,v27:platform_enforcement:coupang:deceptive_membership_price_ad,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,183.1,policy_legislation,,global_incident:platform_enforcement:coupang:deceptive_membership_price_ad:investigation_review,global_incident:platform_enforcement:coupang:deceptive_membership_price_ad,정부_국회,GOV_PLATFORM_REGULATION,government_general_low_relevance,global_incident:platform_enforcement:coupang:deceptive_membership_price_ad,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,로컬 보조 라벨,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,COMP_GENERAL_LOW_RELEVANCE,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_enforcement:coupang:deceptive_membership_price_ad,government_general_low_relevance,platform_enforcement:coupang:deceptive_membership_price_ad
2431,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"AI가 국회·정부 정책 감시한다… 연세대, 오픈AI 정책 연구 파트너 선정",ai가 국회 정부 정책 감시한다 연세대 오픈ai 정책 연구 파트너 선정,파이낸셜뉴스,파이낸셜뉴스,"Tue, 25 Aug 2026 06:29:40 GMT","AI가 국회·정부 정책 감시한다… 연세대, 오픈AI 정책 연구 파트너 선정 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTE93bFlyN1JoTklqZVpKTTNXQ2gtTWlWREFOSkRzWnozOHJvZDBpYl8tdDEyQUZheDJpNGRrNnZDc0hGX0tzeW53TnB2XzFvRU9YQTBLdDljeFY3dw?oc=5,google_rss_오픈AI when:2d,183.0,23.5,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,오픈AI,,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,183.0,"policy_legislation,ai_infrastructure_security",government:tech_security_policy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,
2621,경쟁사/해외이슈,경쟁사_해외이슈,애플,애플 M5 기반 AI 서버 유출… M5 여러 개 묶어 'Private Cloud Compute' 구성,애플 m5 기반 ai 서버 유출 m5 여러 개 묶어 private cloud compute 구성,위클리포스트,위클리포스트,"Tue, 25 Aug 2026 12:27:00 GMT",애플 M5 기반 AI 서버 유출… M5 여러 개 묶어 'Private Cloud Compute' 구성 위클리포스트,https://news.google.com/rss/articles/CBMia0FVX3lxTE9fVk5fWHZYYWUwZGxJWlhKeWt4a3JSMU40Z0R3VGp1YnUzczE4Rlc4OEpEeHBCdTY5VUVCRE5nWkFVMk1jRnc5T3M2bWFUWTUyZGRLOXBXOGIzSURZV1BsNVlFWXdOanlQSzB3?oc=5,google_rss_애플 when:2d,182.5,29.0,ai_infrastructure_security,ai_infrastructure_security,애플,,,,,,,general,14.0,published_yesterday,direct_risk,privacy_security:apple:data_leak,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,182.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:privacy_security:apple:apple:data_leak:general,global_incident:privacy_security:apple:apple,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:privacy_security:apple:apple,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:privacy_security:apple:apple,comp_overseas_platform_ai,
2505,경쟁사/해외이슈,경쟁사_해외이슈,메타,"윤종필 상무이사, 메타바이오메드 주식 700주 ↑…지분율 0.02%",윤종필 상무이사 메타바이오메드 주식 700주 지분율 0 02,데이터투자,데이터투자,"Tue, 25 Aug 2026 02:36:43 GMT","윤종필 상무이사, 메타바이오메드 주식 700주 ↑…지분율 0.02% 데이터투자",https://news.google.com/rss/articles/CBMic0FVX3lxTE0wMy1SV0VqYkNrUDIwQWZNUDV3eFpnWmR5YmE5aHlMa3F1ZDdMQ1JxTmowbHRVZEVtRkxvUW1KYmpVcURfUmZ5VEs4UGR4TkktSUdsNXQwVHdjaXBoSjlFTUNZa1N2bUhuR1VuVFFOYl9nbFU?oc=5,google_rss_메타 when:2d,182.5,29.0,strategy_mna_governance,strategy_mna_governance,메타,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:mna_capital:meta:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,182.5,strategy_mna_governance,competitor:strategy_mna,global_incident:mna_capital:meta:mna_capital:general,global_incident:mna_capital:meta:mna_capital,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:mna_capital:meta:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:meta:mna_capital,comp_overseas_regulation_data,
1904,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, 71만원대 전용폰 ‘갤럭시 퀀텀7’ 출시…두께 6.9㎜",skt 71만원대 전용폰 갤럭시 퀀텀7 출시 두께 6 9,IT조선,IT조선,"Tue, 25 Aug 2026 01:58:16 GMT","SKT, 71만원대 전용폰 ‘갤럭시 퀀텀7’ 출시…두께 6.9㎜ IT조선",https://news.google.com/rss/articles/CBMidEFVX3lxTFAxUms0NWo5VTRPaXZ5TVgzS24tWlBwOURFM0xLbzBzbEFBdUdzWlpSNmFRbzNwN2xFdzlLYXI3OXZoMjFVUU9EZEhmY2RuUGVsNlB0b1BLUzdWbVptRk5LUWE3dVRkSmswWGhVbUROYTZILTAt0gF0QVVfeXFMUDFSazQ1ajlVNE9pdnlNWDNLbi1aUHA5REUzTEtvMHNsQUF1R3NaWlI2YVFvM3A3bEV3OUthcjc5dmgyMVVRT0RkSGZjZG5QZWw2UHRvUEtTN1ZtWm1GTktRYTd1VGRKazBYaFVtRE5hNkgtMC0?oc=5,google_rss_SKT when:2d,182.5,4.0,,,SKT,,,,,,,general,14.0,published_yesterday,general,,general,,"weak_form_without_full_basis:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,182.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:skt 71만원대 전용폰 갤럭시 퀀텀7 출시 두께 6 9,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:skt 71만원대 전용폰 갤럭시 퀀텀7 출시 두께 6 9,comp_domestic_strategy,
2087,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"쿠팡, 공정위에 현장조사 취소소송 ""조사 대상자 권익 보장해야""(종합)",쿠팡 공정위에 현장조사 취소소송 조사 대상자 권익 보장해야,파이낸셜뉴스,파이낸셜뉴스,"Tue, 25 Aug 2026 09:27:43 GMT","쿠팡, 공정위에 현장조사 취소소송 ""조사 대상자 권익 보장해야""(종합) 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTFBsU3RVYkdpaE51Y2NOUWQtS1FTTm5NT0FxVndrTnBpaWFXX0NvM3JjdFZWVHgzQVFaUmE0ZkpCNFJuRG9pcXd5Ui1pVmMtZHQyc3EwVXFqb05HZw?oc=5,google_rss_쿠팡 when:2d,182.25,41.5,"antitrust_platform,platform_obligation",antitrust_general,"공정위,쿠팡",,,,,,,general,19.0,published_yesterday+exclusive_breaking,official_action,global_incident:platform_regulation:coupang:coupang_designation_disclosure,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,182.25,platform_obligation,government:general,global_incident:platform_regulation:coupang:coupang_designation_disclosure:investigation_or_consultation,global_incident:platform_regulation:coupang:coupang_designation_disclosure,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:coupang_designation_disclosure,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:coupang:coupang_designation_disclosure,comp_domestic_direct_risk,
