id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason
941,정부/국회,정부_국회,금융위원회,금융규제 당국 시각·시장 시각 모두 갖춰,금융규제 당국 시각 시장 시각 모두 갖춰,v.daum.net,v.daum.net,"Tue, 23 Jun 2026 15:32:20 GMT",금융규제 당국 시각·시장 시각 모두 갖춰 v.daum.net,https://news.google.com/rss/articles/CBMiVEFVX3lxTE9Ja1R2MFJWbXotcHBrVkt5QUU2bkRJeC1sUW5fdjNjV0ZOaEVkdDNFNTJqcFRiT2RCNm1fSjYtS3hjcXJzNjhtTWptNkl6Q09YNk5iRA?oc=5,google_rss_금융위원회 when:2d,-46.0,-41.0,policy_legislation,policy_legislation,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,unknown,-46.0,policy_legislation,government:policy_legislation,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:금융규제 당국 시각 시장 시각 모두 갖춰,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,self_filler_reference:금융규제 당국 시각 시장 시각 모두 갖춰,self_filler_reference,weak_gov_basis:no_public_actor_action_domain
1282,정부/국회,정부_국회,금융감독원,"금융당국, 단일종목 레버리지 ETF 규제 강화 검토",금융당국 단일종목 레버리지 etf 규제 강화 검토,tokenpost.kr,tokenpost.kr,"Tue, 23 Jun 2026 15:32:26 GMT","금융당국, 단일종목 레버리지 ETF 규제 강화 검토 tokenpost.kr",https://news.google.com/rss/articles/CBMiW0FVX3lxTE5hMmE5eTBpOGVidUZEb2xnSVEyUFNnQWZ0OW9ORmJodkdmWlFCWTFPVWduZE5JbkxOYk00LW9yakpEMmwtSkJaYzl4RFFORnlkZ1p1R3F4TFF5alHSAVtBVV95cUxOYTJhOXkwaThlYnVGRG9sZ0lRMlBTZ0FmdDlvTkZiaHZHZlpRQlkxT1VnbmROSW5MTmJNNC1vcmpKRDJsLUpCWmM5eERRTkZ5ZGdadUdxeExReWpR?oc=5,google_rss_금융감독원 규제 when:2d,-48.0,-41.0,policy_legislation,policy_legislation,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,market_commentary,,consultation,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,unknown,-48.0,policy_legislation,government:policy_legislation,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:금융당국 단일종목 레버리지 etf 규제 강화 검토,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:금융당국 단일종목 레버리지 etf 규제 강화 검토,government_general_low_relevance,weak_gov_basis:no_public_actor_action_domain
3639,정부/국회,정부_국회,가상자산사업자,"FIU ""불법 가상자산 취급업자 급증"", SNS·텔레그램 통한 투자 유인주의보",fiu 불법 가상자산 취급업자 급증 sns 텔레그램 통한 투자 유인주의보,네이트,네이트,"Wed, 24 Jun 2026 03:05:00 GMT","FIU ""불법 가상자산 취급업자 급증"", SNS·텔레그램 통한 투자 유인주의보 네이트",https://news.google.com/rss/articles/CBMieEFVX3lxTE1NSEVWOE5SQ0pzUVZzd0VoTUNwYzlyR1RUbEF3NTJrRE1tbF9EQ2toMUFrM2ZDSml0eV9hNXdpMmpkUTNyWDB4SXhId0k5eFhpOHB5VnNGLTlqU0x0cGs3WGZraFNEd3RtY1N2Wm45SWR0eWl5WW1zMQ?oc=5,google_rss_가상자산사업자 when:2d,-101.0,16.0,"digital_asset_stablecoin,stablecoin",stablecoin_general,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,general,global_incident:digital_asset_policy:financial_authority:vasp_aml_rulemaking,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,competitor_actor_action_pass,Y,social_media_platform,-101.0,digital_asset_stablecoin,government:digital_asset,global_incident:digital_asset_policy:financial_authority:vasp_aml_rulemaking:general,global_incident:digital_asset_policy:financial_authority:vasp_aml_rulemaking,경쟁사_해외이슈,GOV_FINANCIAL_DIGITAL_POLICY,government_digital_finance_policy,가상자산 이전거래/AML 규제 조정,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,4,4,3,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,가상자산 이전거래/AML 규제 조정,government_digital_finance_policy,weak_gov_basis:no_public_actor_action_domain
1767,정부/국회,정부_국회,스테이블코인,"FIU ""불법 가상자산 취급업자 급증"", SNS·텔레그램 통한 투자 유인주의보",fiu 불법 가상자산 취급업자 급증 sns 텔레그램 통한 투자 유인주의보,뉴스핌,뉴스핌,"Wed, 24 Jun 2026 03:00:00 GMT","FIU ""불법 가상자산 취급업자 급증"", SNS·텔레그램 통한 투자 유인주의보 뉴스핌",https://news.google.com/rss/articles/CBMiXEFVX3lxTE1ybnVNc1lHN3ZBaWZXZWRFNHA0YTFrMDhkQ1V6Y01rRjRDTEJmMElfdk1SR1NleEFZZGptRzl6aFJMcDl6WHR4NGpfc1I5X1JDY2xjbnRxQ2FjNktn?oc=5,google_rss_스테이블코인 개인정보 when:2d,-101.0,16.0,"digital_asset_stablecoin,stablecoin",stablecoin_general,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,general,global_incident:digital_asset_policy:financial_authority:vasp_aml_rulemaking,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,competitor_actor_action_pass,Y,social_media_platform,-101.0,digital_asset_stablecoin,government:digital_asset,global_incident:digital_asset_policy:financial_authority:vasp_aml_rulemaking:general,global_incident:digital_asset_policy:financial_authority:vasp_aml_rulemaking,경쟁사_해외이슈,GOV_FINANCIAL_DIGITAL_POLICY,government_digital_finance_policy,가상자산 이전거래/AML 규제 조정,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,4,4,3,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,가상자산 이전거래/AML 규제 조정,government_digital_finance_policy,weak_gov_basis:no_public_actor_action_domain
1,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오뱅크, 캐피탈업 진출한다…마스턴캐피탈 인수(종합)",카카오뱅크 캐피탈업 진출한다 마스턴캐피탈 인수,연합뉴스,연합뉴스,"Thu, 25 Jun 2026 02:22:52 GMT","카카오뱅크, 캐피탈업 진출한다…마스턴캐피탈 인수(종합) 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE9wYTJmRUFDS3NwYmJmeEhLSXFRZVM2ZTd0d1lVV1dFWmU0bElZMHE5b256Nk5FbGI5Ymc5YkdvSkhhNGNxRnBxYkdUaVlVdEFOSlc5MWZlT2dDMG_SAWBBVV95cUxNbi1yOUktY3hTdFlvajBkeTRTeEZBZkthazh1UXpxV1EycmtOTTN1RmM0dHFjMWZQbDg1bnEyWFNmRURtYzBSS1BDLTg3T0RIU0ZaX3lLVXVoUzFBaEwzR28?oc=5,google_rss_카카오 when:2d,133.3,89.0,strategy_mna_governance,strategy_mna_governance,"카카오,카카오뱅크",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,29.0,published_today+exclusive_breaking,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,133.3,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_governance_mna,global_incident:mna_capital:kakao:mna_capital,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_governance_mna,
370,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오페이,"카카오페이 ""알리페이 제공은 업무 위탁""…과징금 59억 판결에 항소",카카오페이 알리페이 제공은 업무 위탁 과징금 59억 판결에 항소,지디넷코리아,지디넷코리아,"Thu, 25 Jun 2026 01:58:26 GMT","카카오페이 ""알리페이 제공은 업무 위탁""…과징금 59억 판결에 항소 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE83b2VFeDBkRm9NTE9uOV83YVhWNzNHcXktSG5rSjQ2RlhHVk5VRk9MQ0xaTzdBY0lhLVJ6THEtMjFqMThzbXhZYmMtLW90N2ZZSm9Ba2FB?oc=5,google_rss_카카오페이 site:zdnet.co.kr when:2d,132.8,103.0,"antitrust_platform,kakao_pay_alipay,legal_regulatory_enforcement",antitrust_general,"카카오,카카오페이",,,Y,must_review:self_strict:legal_regulatory:legal_regulatory_enforcement,,,direct_self_risk,24.0,published_today,official_action,global_incident:platform_regulation:kakao:platform_regulation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,132.8,legal_regulatory_enforcement,self:legal_regulatory,global_incident:platform_regulation:kakao:platform_regulation:sanction_penalty,global_incident:platform_regulation:kakao:platform_regulation,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_legal_regulatory,global_incident:platform_regulation:kakao:platform_regulation,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,global_incident:platform_regulation:kakao:platform_regulation,self_legal_regulatory,
15,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오뱅크 ""마스턴캐피탈 주식 241억원어치 취득…지분율 100%""",카카오뱅크 마스턴캐피탈 주식 241억원어치 취득 지분율 100,연합뉴스,연합뉴스,"Thu, 25 Jun 2026 02:07:38 GMT","카카오뱅크 ""마스턴캐피탈 주식 241억원어치 취득…지분율 100%"" 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1sMk9fLVRIM0k3XzdNdkx3c1hBeWpwVFBKUkFKQmwxZzZ1SkVUYkw0TW1QUndOZ1VjNUlHeGJ1UTdsLWFrTUlqRENWaVNDTG43MkNWdmc1V25LNVHSAWBBVV95cUxQZWJpRlBLTlV2X0NoOERDWEZyXzZUYTlEdDUwZmtpdEdCb3NYVExaUjc4dHBYX2thT3BnQ2hSTUc3MU1VMDNrTlJPTHloT0wwV1RjZTBXVl9yT2E4UTlreC0?oc=5,google_rss_카카오 when:2d,129.8,80.0,strategy_mna_governance,strategy_mna_governance,"카카오,카카오뱅크",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,129.8,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_governance_mna,global_incident:mna_capital:kakao:mna_capital,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_governance_mna,
26,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이손보, 'ISO 27001·27017' 획득…보안 역량 검증",카카오페이손보 iso 27001 27017 획득 보안 역량 검증,뉴시스,뉴시스,"Thu, 25 Jun 2026 00:57:42 GMT","카카오페이손보, 'ISO 27001·27017' 획득…보안 역량 검증 뉴시스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE9MRF8zbVRkQTBFR1g4T21VaGp0RHJHR1djMXNIWjZrTmxrT1pNalBOXzRmbHRxRFVpZzBfb0JTNEVLbFJyODZIamhLeXNiSS1fRFJvb1hsUzFWWEFHLV9EQtIBeEFVX3lxTE50WWx6aWNTbGJfSmFSeVpsdjJnTTZyS3FXaUpYUV9KdjQ5MUtlV2pQWUpBb3hYeThmS0NCT0JtVVc1bjluVzktd2RPMW9hbVdDQ3kyLVFjckFIcnRDaURwekhlMVFXSl9yVGZLbW5YdmN1Nzl6NnIxaA?oc=5,google_rss_카카오 when:2d,129.8,73.0,"phishing_security,privacy_security_reliability",security_general,"카카오,카카오페이",,,Y,must_review:self_strict:privacy_security:privacy_security_reliability,,,direct_self_risk,24.0,published_today,direct_risk,event:카카오+카카오페이:phishing_security+privacy_security_reliability,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,129.8,privacy_security_reliability,self:privacy_security,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_privacy_security,self_privacy_security:카카오페이손보 iso 27001 27017 획득 보안 역량 검증,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_privacy_security:카카오페이손보 iso 27001 27017 획득 보안 역량 검증,self_privacy_security,
369,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오페이,"카카오페이손보, '정보보호·클라우드 보안' 국제 인증 취득",카카오페이손보 정보보호 클라우드 보안 국제 인증 취득,뉴스1,뉴스1,"Thu, 25 Jun 2026 00:38:05 GMT","카카오페이손보, '정보보호·클라우드 보안' 국제 인증 취득 뉴스1",https://news.google.com/rss/articles/CBMiYEFVX3lxTE9zMUljM05FdHA3Q0pGSGJtUkp6dTVWeWkxdTEwcjN5dktFUHdoVzRGTFRiQWFNYUM5V194UUc4WTBtTWNPNHFDUVBDQ05BbTN6cWh4bkVONnVia3cybDhHNQ?oc=5,google_rss_카카오페이 site:news1.kr when:2d,129.8,73.0,"phishing_security,privacy_security_reliability",security_general,"카카오,카카오페이",,,Y,must_review:self_strict:privacy_security:privacy_security_reliability,,,direct_self_risk,24.0,published_today,direct_risk,event:카카오+카카오페이:phishing_security+privacy_security_reliability,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,129.8,privacy_security_reliability,self:privacy_security,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_privacy_security,self_privacy_security:카카오페이손보 정보보호 클라우드 보안 국제 인증 취득,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_privacy_security:카카오페이손보 정보보호 클라우드 보안 국제 인증 취득,self_privacy_security,
52,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이손보, ISO 27001·27017 취득…디지털 보험 보안 강화",카카오페이손보 iso 27001 27017 취득 디지털 보험 보안 강화,파이낸셜뉴스,파이낸셜뉴스,"Thu, 25 Jun 2026 01:56:04 GMT","카카오페이손보, ISO 27001·27017 취득…디지털 보험 보안 강화 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTE01NTA1Yi13bjRqWklBXzdDcHppdnMyeTZUQk80Wjc3dnRhUXdGWXpWaXRPdGRJcVN3VEJMTVRKQnhhQWNkLWJjanh6d0UxanRBd0VBYkEzWEpNZw?oc=5,google_rss_카카오 when:2d,128.8,73.0,"phishing_security,privacy_security_reliability",security_general,"카카오,카카오페이",,,Y,must_review:self_strict:privacy_security:privacy_security_reliability,,,direct_self_risk,24.0,published_today,direct_risk,event:카카오+카카오페이:phishing_security+privacy_security_reliability,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,128.8,privacy_security_reliability,self:privacy_security,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_privacy_security,self_privacy_security:카카오페이손보 iso 27001 27017 취득 디지털 보험 보안 강화,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_privacy_security:카카오페이손보 iso 27001 27017 취득 디지털 보험 보안 강화,self_privacy_security,
9,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오뱅크, 마스턴캐피탈 인수 추진…비은행 여신시장 진출",카카오뱅크 마스턴캐피탈 인수 추진 비은행 여신시장 진출,서울경제TV,서울경제TV,"Thu, 25 Jun 2026 02:08:28 GMT","카카오뱅크, 마스턴캐피탈 인수 추진…비은행 여신시장 진출 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTE9TemlGcVFhVktMMVotckdYZDVYVWxCSTZ0TFQ2NHNNa3hRMGQyOFpZLWtTTjAyV2ptZW5CWjVsMWNGYlpHU0RWRnBDSko2Zm9QSXlkaFZzalkxNUJ6Q0RMZFNTakw?oc=5,google_rss_카카오 when:2d,127.8,80.0,strategy_mna_governance,strategy_mna_governance,"카카오,카카오뱅크",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,127.8,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:announcement,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_governance_mna,global_incident:mna_capital:kakao:mna_capital,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_governance_mna,
191,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이손보, '정보보호·클라우드 보안' 국제 인증 동시 취득",카카오페이손보 정보보호 클라우드 보안 국제 인증 동시 취득,biz.sbs.co.kr.,biz.sbs.co.kr.,"Thu, 25 Jun 2026 01:06:00 GMT","카카오페이손보, '정보보호·클라우드 보안' 국제 인증 동시 취득 biz.sbs.co.kr.",https://news.google.com/rss/articles/CBMiU0FVX3lxTFBTVjJ6QjFFa0tzLXI5ODV3SlV3eEhtUERLUEtHZ2VWTWJxbGQ3UXhKZVF6RkdURWNJb1FEMk53SWVyOUZJeUN0dUhqMW52TFlxTmtB0gFYQVVfeXFMTTJyOGZlZUVwLUp6S0pyakxPTThUaWVUekFMWnRSU0dEXzljQmhVRXpFZk9rbl9tUDlUeHcxci1Pc2NjbkI2OVl1Z1Q5SEl2ZnpTX0syMm5IeA?oc=5,google_rss_카카오 카카오페이 when:2d,127.8,73.0,"phishing_security,privacy_security_reliability",security_general,"카카오,카카오페이",,,Y,must_review:self_strict:privacy_security:privacy_security_reliability,,,direct_self_risk,24.0,published_today,direct_risk,event:카카오+카카오페이:phishing_security+privacy_security_reliability,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,127.8,privacy_security_reliability,self:privacy_security,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_privacy_security,self_privacy_security:카카오페이손보 정보보호 클라우드 보안 국제 인증 동시 취득,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_privacy_security:카카오페이손보 정보보호 클라우드 보안 국제 인증 동시 취득,self_privacy_security,
