id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v32_weak_non_digital_gov,v27_event_key,v26가드레일사유
3143,경쟁사/해외이슈,경쟁사_해외이슈,일본 빅테크,"하이퍼엑셀, LLM 추론 특화 AI 반도체 'LPU' 기술력 인정받아",하이퍼엑셀 llm 추론 특화 ai 반도체 lpu 기술력 인정받아,elec4,elec4,"Wed, 24 Jun 2026 01:05:42 GMT","하이퍼엑셀, LLM 추론 특화 AI 반도체 'LPU' 기술력 인정받아 elec4",https://news.google.com/rss/articles/CBMie0FVX3lxTE5SeUJmQ2NOSkRwN2tGR0Q1OG5xbjRnX3BoU08wc05KWEVYYlNmUnhWcjI2VVBiaU9iQ1F4dVJ2b2FFT3E0aXFuUGV6SlZlUUI5Wk5NVTh0M1VWMG5XcTZJaTZOZHBIanNMMldDUE5PWlNXd004dzNYVFZzbw?oc=5,google_rss_일본 빅테크 when:2d,6.0,11.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,24.0,published_today,business_change,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,overseas_platform_ai_rule_pass,Y,ai_infra_company,6.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:하이퍼엑셀 llm 추론 특화 ai 반도체 lpu 기술력 인정받아,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:하이퍼엑셀 llm 추론 특화 ai 반도체 lpu 기술력 인정받아,government_ai_core_policy,,,,
745,정부/국회,정부_국회,공정거래위원회,"KT 반대에 표류하는 티빙·웨이브 합병… SLL중앙, 주식매수청구도 못하고 지분 급매 나서 - 조선비즈",kt 반대에 표류하는 티빙 웨이브 합병 sll중앙 주식매수청구도 못하고 지분 급매 나서,Chosunbiz,Chosunbiz,"Tue, 23 Jun 2026 08:00:00 GMT","KT 반대에 표류하는 티빙·웨이브 합병… SLL중앙, 주식매수청구도 못하고 지분 급매 나서 - 조선비즈 Chosunbiz",https://news.google.com/rss/articles/CBMihwFBVV95cUxNaXQzcFFUSHRsUEZaU2lrSERldXJEN2YyVVhtei05YjJVZUlmRVdwWkh2dXNoUy13bVJxcWJjMGU0MTVEd3BaYUdGTWdSbXBrQk9GMk1wNm5wMzFHSFc5THZKVldSaDRfbDBGRExKRUlTcHNlS3k1dlIyMEREMEcxS2JMbXJodzjSAZsBQVVfeXFMT3FjcnEwbVhJTVZKdzV0RGcwNGZfZHRGc3Nrb2JmVGVoTVVmMlVSeU8tQmpjM2V5aWx1d0FweUpyaW8yUGlBRUJBQ0d1dnJ0eEV3Z2pCOHk4aUVSaUZ0Y1VBLWxiaHRuWjlQZFMxN1FxWDBJY19wc01wb2pxQzk1MS1WZXZqOVpIS1pzZEphX3RMWXNLbXdNc1JtcVk?oc=5,google_rss_공정거래위원회 개인정보 when:2d,6.0,-20.0,strategy_mna_governance,strategy_mna_governance,KT,v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:mna_capital:tving:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,6.0,"policy_legislation,strategy_mna_governance",government:general,global_incident:mna_capital:tving:mna_capital:general,global_incident:mna_capital:tving:mna_capital,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:mna_capital:tving:mna_capital,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_DOMESTIC_STRATEGY,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:mna_capital:tving:mna_capital,comp_domestic_strategy,weak_gov_basis:no_public_actor_action_domain,,,
3128,경쟁사/해외이슈,경쟁사_해외이슈,일본 빅테크,"""텐센트, 마블러스 등 日 게임사 투자 철회 검토…AI 투자 집중 행보"" - 머니투데이",텐센트 마블러스 등 게임사 투자 철회 검토 ai 투자 집중 행보,머니투데이,머니투데이,"Tue, 23 Jun 2026 07:49:33 GMT","""텐센트, 마블러스 등 日 게임사 투자 철회 검토…AI 투자 집중 행보"" - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMibkFVX3lxTE5YbnFYaFJuSC1waV9aem5BMUdWN2hybWlSYnBmeC03NXd0NUliLXc3Wm9uVDZYRktVUW11SE01YmpKd1VMVU9wcUVsTF9Md3J1cUlHVGtEYWZGRVNLQnQ0X09RenZjRjVBMFNkWHVB0gFuQVVfeXFMTlhucVhoUm5ILXBpX1p6bkExR1Y3aHJtaVJicGZ4LTc1d3Q1SWItdzdab25UNlhGS1VRbXVITTViakp3VUxVT3BxRWxMX0x3cnVxSUdUa0RhZkZFU0tCdDRfT1F6dmNGNUEwU2RYdUE?oc=5,google_rss_일본 빅테크 when:2d,3.5,11.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,14.0,published_yesterday,business_change,,consultation,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,overseas_platform_ai_rule_pass,Y,ai_infra_company,3.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:텐센트 마블러스 등 게임사 투자 철회 검토 ai 투자 집중 행보,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:텐센트 마블러스 등 게임사 투자 철회 검토 ai 투자 집중 행보,government_ai_core_policy,,,,
1689,정부/국회,정부_국회,국가AI컴퓨팅센터,"삼성SDS, 엔비디아 B300로 공공 AI 인프라 시장 공략",삼성sds 엔비디아 b300로 공공 ai 인프라 시장 공략,매일일보,매일일보,"Tue, 23 Jun 2026 07:05:23 GMT","삼성SDS, 엔비디아 B300로 공공 AI 인프라 시장 공략 매일일보",https://news.google.com/rss/articles/CBMiZEFVX3lxTFAyR2tiaWt3aVhaU1Y3Z2dQMjFxeHZHUnhkSERCNDdIXzdKekNFR3puVFY2S2xaWHpoUHN3Rzd3bV9mbDN3cGc4T0VpN3g5cjhTOFlSWDdicjFnNTF1WlV4MzM2YVI?oc=5,google_rss_국가AI컴퓨팅센터 when:2d,2.0,-34.0,"ai_infrastructure_security,government_ai",ai_infrastructure_security,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,business_change,,general,,"weak_form_without_full_basis:actor=True,change=True,bridge=False",2,global_platform_or_overseas_rule,Y,global,2.0,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,국가 AI 인프라/AIDC/GPU 정책,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_PLATFORM_AI,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_platform_ai,weak_gov_basis:no_public_actor_action_domain,,,
1775,정부/국회,정부_국회,AI 저작권,“앤트로픽도 2조원 합의금 물어준 데이터 리스크”…AI 에이전트로 정면돌파,앤트로픽도 2조원 합의금 물어준 데이터 리스크 ai 에이전트로 정면돌파,디지털데일리,디지털데일리,"Tue, 23 Jun 2026 06:37:13 GMT",“앤트로픽도 2조원 합의금 물어준 데이터 리스크”…AI 에이전트로 정면돌파 디지털데일리,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1ycjNKa2s3Qmp5akpENGZPMTlHU3NUc0pFYkx1aHMwS1lVRUZla2haMzZsZ2FOWHJfMkt4Yk1CTWM5RW5LdHVYU0RNWF9QalZEMzZUdHZYZS1xN2dFVng1QTdJNVk?oc=5,google_rss_AI 저작권 when:2d,2.0,-38.0,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,앤트로픽,v43_not_government_policy,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:sector:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,2.0,ai_infrastructure_security,government:tech_security_policy,global_incident:ai_security_policy:sector:anthropic_glasswing_security:general,global_incident:ai_security_policy:sector:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:sector:anthropic_glasswing_security,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_REGULATION_DATA,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,global_incident:ai_security_policy:sector:anthropic_glasswing_security,comp_overseas_regulation_data,weak_gov_basis:no_public_actor_action_domain,,,
409,정부/국회,정부_국회,과학기술정보통신부,"""韓, 엔비디아 플랫폼 활용하되 기술 자립 '투트랙'으로 가야""",엔비디아 플랫폼 활용하되 기술 자립 투트랙 으로 가야,이데일리,이데일리,"Tue, 23 Jun 2026 09:28:02 GMT","""韓, 엔비디아 플랫폼 활용하되 기술 자립 '투트랙'으로 가야"" 이데일리",https://news.google.com/rss/articles/CBMigAFBVV95cUxOaHJ0blN2Vzg4RklQdmxOMk9Dd21vcGJCbmstVWJXazFRVXp0WFdHY3JQS3c0RGpDS1lnZzZwcDlSeWE2ZnBZT1hJUTNkT21TUm9Jemtpc0N1VXlJaThXcG1tb3NIelBNRllCN0VUYWJGbzdGWURTSl90QVlJWHdhWA?oc=5,google_rss_과학기술정보통신부 when:2d,-3.0,-41.0,market_power_platform,market_power_platform,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,general,global_incident:platform_regulation:platform_sector:platform_regulation,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,global_platform_or_overseas_rule,Y,global,-3.0,market_power_platform,government:regulatory_enforcement,global_incident:platform_regulation:platform_sector:platform_regulation:general,global_incident:platform_regulation:platform_sector:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:platform_regulation:platform_sector:platform_regulation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_PLATFORM_AI,overseas,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:platform_sector:platform_regulation,comp_overseas_platform_ai,weak_gov_basis:no_public_actor_action_domain,,,
566,정부/국회,정부_국회,과학기술정보통신부,"오픈AI, AI 사이버보안 역량 강화한다…'데이브레이크' 확대",오픈ai ai 사이버보안 역량 강화한다 데이브레이크 확대,뉴스1,뉴스1,"Tue, 23 Jun 2026 01:07:26 GMT","오픈AI, AI 사이버보안 역량 강화한다…'데이브레이크' 확대 뉴스1",https://news.google.com/rss/articles/CBMiZEFVX3lxTE84elY2RmRLeG5hZ1NiRUhHVFdIaXk3NkJ6M0RDcExsQnJseFFvMGNMbk5Db0RQcHM0Skk2UzNzRzFqOW5GazBVdi1Gdzl1XzBnM3BzVlRSM0c5M1d1NGtfNWFpNzA?oc=5,google_rss_과학기술정보통신부 site:news1.kr when:2d,-5.9,-24.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,오픈AI,v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,-5.9,"privacy_security_reliability,ai_infrastructure_security",government:tech_security_policy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_REGULATION_DATA,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,weak_gov_basis:no_public_actor_action_domain,,,
433,정부/국회,정부_국회,과학기술정보통신부,"""韓, 엔비디아 플랫폼 활용하되 기술 자립 '투트랙'으로 가야""",엔비디아 플랫폼 활용하되 기술 자립 투트랙 으로 가야,네이트,네이트,"Tue, 23 Jun 2026 09:30:00 GMT","""韓, 엔비디아 플랫폼 활용하되 기술 자립 '투트랙'으로 가야"" 네이트",https://news.google.com/rss/articles/CBMieEFVX3lxTFBqeGlJYWRDa2FLcVdYS1BDb2xwcWdwUllEWHV6NkpnYzBPWHNBcVNKUTUyOFlKbGdQT2lJWFc2a3doMUZkZnFCUnBSUDI4eE8yZlhMUUpIeEtTeGt6M2NkblMwTEE3VnBmQXBtRVRtUV9fVEl0eURlQQ?oc=5,"google_rss_""과학기술정보통신부"" when:2d",-8.0,-41.0,market_power_platform,market_power_platform,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,general,global_incident:platform_regulation:platform_sector:platform_regulation,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,global_platform_or_overseas_rule,Y,global,-8.0,market_power_platform,government:regulatory_enforcement,global_incident:platform_regulation:platform_sector:platform_regulation:general,global_incident:platform_regulation:platform_sector:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:platform_regulation:platform_sector:platform_regulation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_PLATFORM_AI,overseas,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:platform_sector:platform_regulation,comp_overseas_platform_ai,weak_gov_basis:no_public_actor_action_domain,,,
3127,경쟁사/해외이슈,경쟁사_해외이슈,일본 빅테크,"[AI서머리] 하이퍼엑셀, 2026 유니콘브릿지 선정‧S2W, 일본 현지법인 출범",ai서머리 하이퍼엑셀 2026 유니콘브릿지 선정 s2w 일본 현지법인 출범,스타트업레시피,스타트업레시피,"Wed, 24 Jun 2026 00:11:04 GMT","[AI서머리] 하이퍼엑셀, 2026 유니콘브릿지 선정‧S2W, 일본 현지법인 출범 스타트업레시피",https://news.google.com/rss/articles/CBMiV0FVX3lxTE9WQ1hDSElQTVhYc2RBaGljQmdRYmVydUxDaDAtRFgxTXQ3MlBWbVV4R1M3Zmd6aDNES2ZEMk9UaExpYTZRMHo0bUpXNmN3cXp2LTZOb1dXMA?oc=5,google_rss_일본 빅테크 when:2d,-10.0,11.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,24.0,published_today,business_change,,action_started,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,overseas_platform_ai_rule_pass,Y,ai_infra_company,-10.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:ai서머리 하이퍼엑셀 2026 유니콘브릿지 선정 s2w 일본 현지법인 출범,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:ai서머리 하이퍼엑셀 2026 유니콘브릿지 선정 s2w 일본 현지법인 출범,government_ai_core_policy,,,,
1700,정부/국회,정부_국회,국가AI컴퓨팅센터,"엔비디아, 유럽에 AI 슈퍼컴퓨터 35대 구축…300만 연구자 위한 'AI 과학 인프라' 대전환",엔비디아 유럽에 ai 슈퍼컴퓨터 35대 구축 300만 연구자 위한 ai 과학 인프라 대전환,인공지능신문,인공지능신문,"Mon, 22 Jun 2026 23:31:52 GMT","엔비디아, 유럽에 AI 슈퍼컴퓨터 35대 구축…300만 연구자 위한 'AI 과학 인프라' 대전환 인공지능신문",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE83R3ozQkF2RDMweUxDTmpjNlhLV0FMVndacUZ0S1A1MllZc3lDZWVSNlNseFJBUmo2dmQ4Z09tck00dFEteTdwTzhTWnlkY2gyaGVMRDB2MFBhMHNfTzZ0cTNqakh1Rmc?oc=5,google_rss_국가AI컴퓨팅센터 when:2d,-11.0,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,business_change,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,global_platform_or_overseas_rule,Y,global,-11.0,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,국가 AI 인프라/AIDC/GPU 정책,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_PLATFORM_AI,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_platform_ai,weak_gov_basis:no_public_actor_action_domain,,,
1750,정부/국회,정부_국회,AI기본법,"NIA-KOSA, AI 기본법 안착·공공 AX 확산 협력",nia kosa ai 기본법 안착 공공 ax 확산 협력,뉴스1,뉴스1,"Wed, 24 Jun 2026 01:29:37 GMT","NIA-KOSA, AI 기본법 안착·공공 AX 확산 협력 뉴스1",https://news.google.com/rss/articles/CBMiZkFVX3lxTFB1U1hlajk5TTVubmZ2ZFRhZmpqQmNjamlTemxQX3pqcEgwdVNrdDJsQ0JESWJmTHZBMklNSk13REJpOXVxMVVfV2ZGRGI0dUlIcjBjSmt2LUZXOFpTeC0yWDVtVnJ4QQ?oc=5,google_rss_AI기본법 when:2d,-15.0,-27.0,"ai_basic_law,ai_infrastructure_security,policy_legislation",ai_basic_law,,v43_not_government_policy,,,,,,general,24.0,published_today,business_change,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,global,-15.0,"policy_legislation,ai_infrastructure_security",government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:nia kosa ai 기본법 안착 공공 ax 확산 협력,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:nia kosa ai 기본법 안착 공공 ax 확산 협력,government_ai_core_policy,weak_gov_basis:no_public_actor_action_domain,,,
1642,정부/국회,정부_국회,스테이블코인,"영국, 스테이블코인 규제 초안 공개...개인·기업 보유 제한 철회",영국 스테이블코인 규제 초안 공개 개인 기업 보유 제한 철회,디지털투데이,디지털투데이,"Mon, 22 Jun 2026 22:12:50 GMT","영국, 스테이블코인 규제 초안 공개...개인·기업 보유 제한 철회 디지털투데이",https://news.google.com/rss/articles/CBMic0FVX3lxTE52R1RmdVhWR3FyS0gtc2JBTzgwZVhuUTBabEpvVmdTYmpsWjdnay1WRXdhV2ZnaHpnZXZzLTlIWFVwTlRwaDNEUUc3RlVEZnB1eXB2S0pjdmZPT2JlZHIwc3ppTl9qbG1BeXhEc2lienNIdVE?oc=5,google_rss_스테이블코인 규제 when:2d,-20.0,4.0,"digital_asset_stablecoin,policy_legislation,stablecoin",stablecoin_general,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,general,global_incident:digital_asset_policy:digital_asset_sector:stablecoin_policy,rumor_or_report,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,unknown,-20.0,"policy_legislation,digital_asset_stablecoin",government:digital_asset,global_incident:digital_asset_policy:digital_asset_sector:stablecoin_policy:announcement,global_incident:digital_asset_policy:digital_asset_sector:stablecoin_policy,경쟁사_해외이슈,GOV_FINANCIAL_DIGITAL_POLICY,government_digital_finance_policy,global_incident:digital_asset_policy:digital_asset_sector:stablecoin_policy,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,4,4,3,,,v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,global_incident:digital_asset_policy:digital_asset_sector:stablecoin_policy,government_digital_finance_policy,weak_gov_basis:foreign_public_policy,,,foreign_policy_should_be_competitor
